X1,X2,X3,X4,X5,X6,y
-0.3185135374993415,-0.1821276821103146,0.9818935094326792,-1.6075598643689741,1.6802424800299962,1.5401937433169515,1
1.02863791115059,0.23370841852382418,1.9230548591558285,0.5935567222808619,1.9496677347871103,0.69511557494034,1
-0.5737737486258301,-1.0820627142178325,-0.7192970104849786,-0.6500025808234597,-0.766568376068531,0.3096790915356137,0
0.258538454525848,-0.7295600637262072,-0.9683318565985616,-0.4473218956587512,-1.7948821106557729,-1.1491084821238895,0
1.238943095549699,0.2964215140428553,1.9429784663885277,0.6592456684324051,1.8055630921868147,0.42547176676463827,1
1.0463047982315774,-1.6095687142338417,-0.8185519706985446,1.1267051368275833,-2.45414725991802,-1.7114802184730737,0
0.42799103727333365,0.025150794968372026,0.7229764016501082,-1.8936146669537857,0.6835502171224015,0.2287603720124933,1
-2.390945367206376,-0.29270080064734083,-1.4907597860727277,-0.987179527151184,-0.12390061962387156,1.5495737663677764,0
0.30687700941427565,-0.019519833160500766,-0.32718431413404225,-0.9533286082587124,-0.7540631959443461,-0.7453838698962788,0
1.3082498321076175,0.557787121068189,1.006715755870912,-0.16306696394376388,0.42891765202195276,-0.7700967028601186,1
-1.4700401213607508,-0.7215533860178627,-1.637710052727432,-0.1343087414705478,-1.2420938588714625,0.3443155866551104,0
0.5012114112292421,-1.778617853173295,-1.378357428683728,-0.8275902206487197,-2.8250535696703176,-1.5643867880035005,0
-2.211798308038796,-0.9902142636550992,-0.5176376645989601,0.16865467196672768,0.9970132621598828,2.6084902770476557,0
1.1939732174650617,-1.2091508472760668,0.22263511709607472,-0.47490365662252443,-0.9799739037432971,-0.8980117814857367,0
1.9322537010684622,2.501883066266868,1.2212509757980663,0.1904996797790664,0.590267470292698,-1.9774650361216701,1
1.25919483354159,0.6759697347169342,-0.13144676030695127,-0.2595466775839172,-1.167654905507569,-1.9863757687368346,1
-1.462490467637335,-0.7079353981227241,-0.9562982535184689,0.2603218387712207,-0.24956486187749938,1.0729113111334547,0
2.8100762829524975,1.035603473058167,2.025986474566268,1.0602099074988798,0.6884088668861913,-1.7495225281344866,1
0.45097604991493345,1.4906028062857994,0.5066817399425642,0.6354180302092264,0.6484000386421649,-0.5173507211060591,1
-1.5131958674702926,-0.9285367437459311,-1.4559962000930036,0.10855970577652314,-0.9807628175749915,0.6658637407819059,0
0.49480452687159804,1.6046593455766778,0.06254114144743012,-0.03703679704841202,-0.016382878718363858,-1.095343078626451,1
-0.9981839570308046,-0.9165120010214012,-1.2097830023919207,-0.29548031802916036,-1.074092208658932,0.26717856009565133,0
-1.5366845119655896,-0.8096295136644626,-1.6744368945770232,0.14679301198554937,-1.2549311405524852,0.4189854784429849,0
1.0587548697890505,1.8796083661053968,0.7650945174614545,1.188913371474643,0.5683555018398808,-1.1458523793892565,1
