X1,X2,y
0.36028913577777083,0.9070793735898535,0
0.4877430154691945,-0.29307936503210685,1
0.8026452681785065,0.45252036156130654,0
1.0212704847533183,-0.5037490116222805,1
1.134118868343273,0.011527311095103965,0
-1.028534805831697,0.3848689458775483,0
0.18634966818534793,0.3134846643756228,1
1.906032673345794,0.006935258741163006,1
0.6931875870432176,0.7846755413335695,0
-0.7299002811166608,0.946316455085064,0
0.9748605988099356,-0.12963580091739418,0
0.3319469165718885,0.17231236470611366,1
0.7430733588125088,0.13985637446015933,0
0.805860618296738,0.6525465000871424,0
-0.06226418060378268,0.23487382535944878,1
0.6528204745965853,0.21860190910435057,0
0.017785623267176753,-0.05154944788985025,1
1.078968103369705,0.44120858569179916,0
1.4135366341954159,0.2923205778355662,0
1.8313893193725717,-0.1893582096112246,1
1.628633893048555,-0.08937504391934839,1
1.3404485969001076,-0.29812366430598314,1
0.024045926544128744,0.4431752099596335,1
1.230450841313058,-0.4167324622823677,1
1.6065109366380896,-0.2539694376622137,1
1.803738195475694,-0.043453413182587025,1
0.4554463519554932,0.6389944978529774,0
0.10201010171210587,0.3432446469792525,1
-0.16722862417114917,0.09262919724919838,1
-0.8729016672051436,0.09568021397981911,0
0.5876377804311693,0.6262592051130138,0
0.5940519866554138,0.7569555013824356,0
0.7685346886834491,-0.4583039539545011,1
-0.06937270400406206,0.5613846299136188,1
0.30462863080670216,-0.20742134999786385,1
0.07257276516340666,0.5215823050830023,1
2.058649324567698,0.5792658345444286,1
-0.6654272990580419,0.7565308874594776,0
-0.9709045633578844,0.5359050133794058,0
-0.29011671246175186,0.7010596249132748,1
1.6481643888016282,-0.4022106880493171,1
1.9950385203124776,-0.24133240844908793,1
0.03848489232190269,0.5761076326084126,1
-0.14969700277745718,1.1601846358109407,0
0.9807532270123474,-0.4922057275619229,1
-0.14039188558257198,0.7829992664295714,0
0.933865820361862,0.009303698087240297,1
1.5723845640967453,0.0001638594900501278,1
-0.5897762491356618,0.6150001773116116,0
0.1563643347986884,0.7556986452007882,0
-0.8807918187566377,0.5408814090345143,0
0.6173029960844014,0.5243990850851936,0
1.0485764042807508,0.7404178027555649,0
-0.7452444550847765,0.4128461729052301,0
0.06616503840425701,-0.058947618689711906,1
0.241719731281762,0.6826088756147257,0
-0.39233420540447017,0.964485401509283,0
0.03552028571023928,0.34998587623603583,1
-0.19898631449340712,0.9578088223604789,0
-0.756894249317039,0.6856451604225985,0
0.7773813380318216,-0.4556975798310126,1
-0.5011652876370293,0.6520833078463429,0
-0.8236066700615984,0.049697583669840506,0
0.2836616035943835,-0.4910600939597495,1
1.9011719408319374,-0.2634935119770737,1
