X1,X2,y
0.8547742350696584,0.24367421218502328,0
0.7517655571846945,-0.19904192468519938,1
0.4354976839911209,0.38843864921578364,0
0.3219760395423278,-0.71864024001987,1
0.7680679324660727,-0.3912554409368423,1
0.10237017172930091,-0.2262926100367472,1
0.812748879790137,-0.07358363283632385,1
0.3832018990901421,0.09706445014088969,1
1.1659433904324958,-0.6258260628614677,1
1.5215740058694007,-0.4411825009228848,1
-0.904244974737927,0.5987923757379596,0
0.539851461400854,1.0474544923612106,0
-1.1420182929456892,0.1970821575543497,0
1.230175549461599,-0.2983851262057634,1
0.754276087306484,0.43791856805335694,0
0.99290716234039,-0.3269161814132807,0
0.614096818853004,-0.6268979584246747,1
0.21577217631285006,0.8009249824140721,0
-0.6510878187263427,0.9972357882454779,0
-0.7169399490979182,0.39018857394162715,0
0.731273284098954,0.7955900001779378,0
-0.16553694874945518,0.6422663990717745,1
0.5336001055205475,-0.05932943826095152,1
0.6920998215563767,-0.563446151956971,1
1.801331242366832,-0.2306450241596671,1
0.3368181379423938,0.9820272481775665,0
-0.36525975473498673,0.8357539643898286,0
0.3234207202595701,0.8846793745919723,0
-0.1685043707815218,0.16120437058610393,1
1.7224606199871215,0.136089414199543,1
0.9176709020695702,0.6407643837439897,0
-0.4813290331455399,0.816226892591533,0
1.0816586718143681,0.10170776664517976,0
-0.8706924694252097,0.5560935866339226,0
-0.4470247851238377,0.937612904004436,0
0.361004352419475,-0.21639926988172986,1
1.1273683901439822,0.121994217044045,1
0.18589946795811974,-0.03368104292943419,1
0.1926407231509141,1.3556227785278439,0
-0.3426269661418961,1.0486291435521138,0
-0.6298310728234144,0.24124841598235694,0
0.4204144626586567,-0.37475457703941883,1
1.2121069904835235,-0.5649313601130578,1
-1.0332828673144174,0.08932077581188477,0
0.20073819679739496,1.2694491341432268,0
0.23406244896688128,0.15701345002641925,1
0.18119748023938315,1.165509262315768,0
0.5613238267252196,0.17381978657881325,0
0.04236176717012935,-0.2258517857161449,1
-0.7467878536348674,0.779159880187052,0
2.1283019195362836,-0.25421939427694595,1
0.2478364560012077,0.8869433297753837,0
-0.6227184332798069,0.40998976349642696,0
0.9291888932382109,0.3294165998472172,0
1.2367188413965766,-0.3029296545424245,1
0.7203988799260316,0.8026796560234672,0
-0.9986606459916451,0.525284619977723,0
-0.6159270082510568,0.5040973090912779,0
1.0319150860249853,-0.04605667930621188,1
1.8873221142304837,0.7689064650817654,1
0.47546465271058175,0.8718606879009533,0
0.9956525519496032,0.21189896714897838,0
0.8060481359441914,0.025932807741140762,0
0.9360037357032149,0.6699059624002053,0
0.34959466673254896,0.7717864696009622,0
0.2605272251243884,-0.03945842398514874,1
0.6958014324583763,-0.11418968845810182,0
0.13212629578507945,1.4220827547585633,0
0.4901198901392267,-0.5761017459251974,1
-1.2869642769012806,-0.25505450340567204,0
0.49567987119073453,1.1157795402795314,0
0.3589395157990203,-0.2321345148069358,1
1.6778086636117844,0.3559840578334442,1
0.47860593773665394,-0.3270859336041815,1
-0.10764402834571596,0.7256501348615614,0
0.4457705689768408,-0.0849570871375401,1
1.3945697773901546,-0.47335927540883677,1
0.7838318751736095,-0.6249740796226435,1
1.1160883834292679,-0.21919132308479267,1
1.2080819405724117,0.6442108285307926,0
0.7863909683493879,-0.4565223980767591,1
0.8464384352843548,0.15162234258207807,0
0.7316317158445794,0.8558692655823988,0
-0.1474057477468402,0.46583698579430033,1
0.9651047417260462,-0.6544748441153738,1
0.6157760985698235,0.4082476903814277,0
