X1,X2,X3,X4,X5,y
-0.7788772598174311,0.22770653486365736,-0.21725047751127138,0.11771475112894197,-0.41602181666160915,353.6288361101362
-0.9847627619205672,-1.000754964203736,0.12819559196889424,0.588785836916414,-1.9755287056355644,152.87264584591117
-0.7299221069759072,0.6092083407048546,1.18618072780462,-0.5941820202073866,-0.6277134678551028,350.76922203933105
0.777257989667548,-1.0146093175355733,-0.9702742149876707,0.5245336679609441,-1.5806356289529213,236.2620180459821
2.046403134644369,-0.4068416549407292,-0.7360169678887215,0.20400362417347676,-0.03893447801900327,433.69422306050217
1.3790897593731282,0.9190163512041667,0.014366408133637246,-1.2945184644052417,-0.5587187454076407,461.2249017337576
-0.7548815514594838,0.9098909066001162,0.6491215193716506,-1.4560478896519076,0.6930684001786509,490.80841415403216
0.2402893700229938,0.5807315405712956,0.6325546764793569,0.5955664508322388,-0.926984586050766,419.98171299247537
0.2927108776706278,-0.23402246149692899,1.38597629331717,-0.027327263303449114,-0.8603663390423669,393.68552939763686
-1.4486847644914038,-0.3109339054449047,0.8975876045026087,0.9214354901247793,-1.4307826436330895,200.40186143364951
0.4498454490661836,2.2907571343842834,-0.5799857224824768,0.37927952664847325,-1.70924619693556,536.5200333257067
-0.5641351376001438,0.8297501496957722,-0.185779007718471,-0.8756822778241163,-1.2294820606955013,393.06039185377864
-0.4098711577908119,-1.091390142841162,0.18520011449171753,-0.32457406938714195,-0.4657313823036774,330.0732439083122
-1.3292867112048101,-0.4221281752752947,-0.4285751508210084,0.3776075284489877,1.21211507533992,482.60475924116423
-0.4878924557479925,-1.007527757264062,1.1853028692809209,1.2625287111905548,-1.7989309424479096,153.53026979954564
0.9577939838911427,0.6318228508173855,1.231860353249201,-0.18968252321083562,0.3764437534544154,483.16981930889756
0.5010724747300953,0.41766426871289436,0.26718883678763955,-0.6035306495990796,-1.2538188504613632,292.83655859260705
1.1430341759873723,-1.20116615035726,-0.30647732842648456,-0.33057589693069367,1.3755565969717027,385.18241988808086
-0.8958867695256266,0.6813156694995742,2.7479431829812713,-1.3559550102634905,0.3703349037524339,573.453849066556
1.0764578728564675,-0.9548549214158033,0.17417268407101336,-0.8824849692147869,0.717270149645658,287.2568845420246
-1.2470386441219727,-0.16230466496404808,1.048681132171278,-0.47005668573714393,1.2279988049117094,494.49711495561303
2.7450795105491577,-0.8389374356091426,-1.1380026829717471,1.4751502464975865,-0.027877957528120584,343.61094440227333
1.842615373333699,-0.8658500708969421,1.4746864351755233,-0.439186957045931,1.8842992311695401,536.0467586352092
-1.7355813452839364,-0.2752780020501669,1.3655297799619113,1.7111636003539394,-2.562261071569544,233.52919072770905
1.5930629156955964,-1.171271527502045,0.363683538844084,-1.1801352063556845,0.8536438089663265,358.73908092355464
0.5408280263289034,-0.06894497856737483,-1.135332232581775,0.6801973258005322,0.464438574988713,417.9224322241968
-0.15397736205017992,0.1990419044748715,1.3481317401767794,-1.2240321175544782,1.653868857070079,640.5798195676379
-1.6562713792519523,-0.9607287890944644,1.394402563084932,0.7495669583167509,0.2015981062152008,359.7905374632388
1.070158401694921,0.9916186817302094,-0.431741462702808,-0.5446295734941187,-0.015335298896551969,467.9868982773173
