date,value
2020-01-01,0.15976419063555491
2020-01-02,0.5647299573979817
2020-01-03,1.9116429792684408
2020-01-04,0.6796645391214792
2020-01-05,-0.37462898178318216
2020-01-06,1.438730641337883
2020-01-07,1.7149624184573438
2020-01-08,-0.009013548443206842
2020-01-09,0.2608754120249934
2020-01-10,-0.13788166666088347
2020-01-11,-0.7437803692577343
2020-01-12,-0.03747558057611999
2020-01-13,-1.7681028817181774
2020-01-14,-2.8728859793077115
2020-01-15,-1.5972382287487923
2020-01-16,-1.3502036378790074
2020-01-17,-0.29345133960538033
2020-01-18,-0.7194756759640466
2020-01-19,-1.957118146648018
2020-01-20,0.6182665481203792
2020-01-21,0.6536129608663968
2020-01-22,-0.06793757560399755
2020-01-23,-1.3842312634007026
2020-01-24,-1.3992316362532566
2020-01-25,-0.21570704500524351
2020-01-26,-1.0844400235963831
2020-01-27,-0.3148981281077097
2020-01-28,-0.37521987891140185
2020-01-29,-0.6520769637445598
2020-01-30,-0.776722862105363
2020-01-31,1.4912542171712997
2020-02-01,1.0978696859674286
2020-02-02,-1.0658092637986607
2020-02-03,0.1879183547296488
2020-02-04,-0.7273167027091089
2020-02-05,-0.5236425949778579
2020-02-06,-1.8343519668769224
2020-02-07,-2.5039881232262955
2020-02-08,-0.6000503934699347
2020-02-09,0.8565833215168845
2020-02-10,0.6144482291872168
2020-02-11,-0.01282731367425824
2020-02-12,-0.3704926650222331
2020-02-13,-1.6591842077210006
2020-02-14,-1.6069574026151652
2020-02-15,-0.8925452959966127
2020-02-16,0.7807389636430433
2020-02-17,0.9778916252998108
2020-02-18,-1.556869181621657
2020-02-19,-0.7337401238228454
2020-02-20,-0.19063189877943953
2020-02-21,-0.9079713685557487
2020-02-22,0.20552308865729269
2020-02-23,1.3980052958004716
2020-02-24,1.5498798326137693
2020-02-25,-0.28044945175291947
2020-02-26,-0.8127428897847977
2020-02-27,0.14573600589283522
2020-02-28,1.1743031859644977
2020-02-29,0.10615283842812556
2020-03-01,-0.4731635193709911
2020-03-02,-1.2177303600043186
2020-03-03,-1.8600076084842878
2020-03-04,0.0948018479457956
2020-03-05,1.8437555220073416
2020-03-06,0.74173389556216
2020-03-07,0.9603268249438238
2020-03-08,0.9637557637828487
2020-03-09,-0.4281381395765438
2020-03-10,-0.02567624725466061
2020-03-11,1.7548739297710176
2020-03-12,0.88699590076963
2020-03-13,1.5431480323480353
2020-03-14,-1.6809589106013407
2020-03-15,-0.7499445580786227
2020-03-16,0.5801885708633054
2020-03-17,-0.24677910952296467
2020-03-18,-0.08764363374401815
2020-03-19,-1.9325124486795915
2020-03-20,-1.4122132365980475
2020-03-21,0.22530943880923926
2020-03-22,1.6921615876485638
2020-03-23,0.3684662085712622
2020-03-24,-1.119455733857376
2020-03-25,-0.9868532053204491
2020-03-26,0.6143478915513523
2020-03-27,0.877992380280929
2020-03-28,-0.3325095379712282
2020-03-29,0.19541131085313285
2020-03-30,0.40503800921605404
2020-03-31,1.0268915201417135
2020-04-01,-0.12086609955761884
2020-04-02,-0.7488940029241796
2020-04-03,-0.5887054410908186
2020-04-04,-1.6987798400114131
2020-04-05,-0.581988691814695
2020-04-06,0.43872743841863493
2020-04-07,0.16174661995039447
2020-04-08,-0.23151905938967038
2020-04-09,-1.5561230220755025
